urun_ismi,img_url,ilac_sirketi,barkod,recete_tipi,etken_madde,dsf,kamu_odenen,fiyat_farki,psf
Gadovist 1 mmol/ml Enjeksiyonluk Çözelti İçeren Flakon 30 ml 1 Adet,https://cdn.farmazonrx.com.tr/Products/Images/91520b3b-7c39-4734-9057-95c8907e7653.jpg,Bayer,8699546772438,Beyaz Reçete,"Gadobutrol - 604,72 mg/ml","2732,75 TL","3133,81 TL",-,"5311,55 TL"
Ultravist 370 mg/ml Enjeksiyon/İnfüzyon İçin Çözelti 200 ml 1 Flakon,,Bayer,8699546771936,Beyaz Reçete,İyopromid - 769 mg/ml,"1559,90 TL","1818,58 TL",-,"2525,80 TL"
Ultravist 370 mg/ml Enjeksiyon/İnfüzyon İçin Çözelti 100 ml 1 Flakon,,Bayer,8699546770359,Beyaz Reçete,İyopromid - 769 mg/ml,"704,10 TL","851,53 TL",-,"1182,68 TL"
Ultravist 300 mg/ml Enjeksiyon/İnfüzyon İçin Çözelti 100 ml 1 Flakon,https://cdn.farmazonrx.com.tr/Products/Images/fea8483d-4567-4d4b-b912-985c36ccbb52.jpg,Bayer,8699546773701,Beyaz Reçete,İyopromid - 623 mg/ml,"679,16 TL","823,35 TL",-,"1143,54 TL"
Ultravist 300 mg/ml Enjeksiyon/İnfüzyon İçin Çözelti 50 ml 1 Flakon,,Bayer,8699546770014,Beyaz Reçete,İyopromid - 623 mg/ml,"217,42 TL","278,30 TL",-,"386,53 TL"
"Fasturtec 7,5 mg/5 ml IV İnfüzyonluk Çözelti Hazırlamak İçin Toz ve Çözücü 5 ml 3 Flakon",,Sanofi,8699542260021,Beyaz Reçete,,"3966,12 TL","4534,11 TL",-,"6717,20 TL"
"Fasturtec 1,5 mg/1 ml IV İnfüzyonluk Çözelti Hazırlamak İçin Toz ve Çözücü 1 ml 3 Flakon",,Sanofi,8699809260016,Beyaz Reçete,,"2495,38 TL","2872,18 TL",-,"4255,08 TL"
Exjade 500 mg 28 Suda Dağılabilen Tablet,https://cdn.farmazonrx.com.tr/Products/Images/d5654c5e-12ee-4ead-bc04-c8b65db01cc7.jpg,EİP Eczacıbaşı İlaç Pazarlama,8699504070033,,Deferasiroks - 500 mg,"5732,15 TL","6445,68 TL","87,54 TL","9073,92 TL"
Exjade 250 mg 28 Suda Dağılabilen Tablet,https://cdn.farmazonrx.com.tr/Products/Images/eb29e688-2f9a-4a82-8941-bdabcea1f7f5.jpg,EİP Eczacıbaşı İlaç Pazarlama,8699504070026,,Deferasiroks - 250 mg,"3092,37 TL","3550,28 TL",-,"4930,94 TL"
Exjade 125 mg 28 Suda Dağılabilen Tablet,https://cdn.farmazonrx.com.tr/Products/Images/d5bc1d72-ab74-401b-a55b-cd7e3e09aa74.jpg,EİP Eczacıbaşı İlaç Pazarlama,8699504070019,,Deferasiroks - 125 mg,"1556,56 TL","1814,81 TL",-,"2520,57 TL"
Optiray 741 mg/ml Enjeksiyonluk Çözelti 100 ml,,Guerbet,8699679777157,Beyaz Reçete,İyoversol - 741 mg/ml,"765,35 TL",Ödenmez,-,"942,07 TL"
Optiray 636 mg/ml Enjeksiyonluk Çözelti 100 ml,,Guerbet,8699679777102,Beyaz Reçete,İyoversol - 636 mg/ml,"396,64 TL","491,02 TL",-,"832,24 TL"
"LH-RH Ferring 0,1 mg/ml IV Enjeksiyonluk Çözelti İçeren Ampul 1 ml 1 Adet",https://cdn.farmazonrx.com.tr/Products/Images/89e02ee1-1d3e-4753-ad5d-bbe2ef17fb6a.jpg,Ferring,8697621750197,Beyaz Reçete,"Gonadorelin - 0,1 mg/ml","830,88 TL","603,65 TL",-,"1023,14 TL"
"TRH Ferring 0,2 mg/ml IV Enjeksiyonluk Çözelti İçeren Ampul 1 ml 1 Adet",https://cdn.farmazonrx.com.tr/Products/Images/538dadaa-2235-4dcb-a5d3-d949d4ea3a19.jpg,Ferring,8697621750180,Beyaz Reçete,"Protirelin - 0,2 mg/ml","328,25 TL","418,32 TL",-,"526,19 TL"
Enferox Easy 180 mg 30 Film Kaplı Tablet,https://cdn.farmazonrx.com.tr/Products/Images/e5822bf8-cff2-4e49-9217-f67c2dc998f4.jpg,İlko,8699680091433,,Deferasiroks - 180 mg,"2141,78 TL","2476,10 TL",-,"3439,03 TL"
Enferox Easy 90 mg 30 Film Kaplı Tablet,https://cdn.farmazonrx.com.tr/Products/Images/c777e080-f5f1-49d6-9654-456447993409.jpg,İlko,8699680091440,,Deferasiroks - 90 mg,"1081,37 TL","1277,84 TL",-,"1774,78 TL"
Enferox 250 mg 28 Suda Dağılabilen Tablet,https://cdn.farmazonrx.com.tr/Products/Images/dda63ac0-8037-4671-9d82-853c2fc3ee9e.jpg,İlko,8699680070070,,Deferasiroks - 250 mg,"3091,37 TL","3549,13 TL",-,"4929,35 TL"
Enferox 125 mg 28 Suda Dağılabilen Tablet,https://cdn.farmazonrx.com.tr/Products/Images/394d7673-1a3a-4635-97c8-7efd3f3a3959.jpg,İlko,8699680070063,,Deferasiroks - 125 mg,"1555,59 TL","1813,71 TL",-,"2519,04 TL"
Ensure Çilek Aromalı 250 ml,https://cdn.farmazonrx.com.tr/Products/Images/a6204908-eb34-4c5f-a5b5-41c4c932e738.jpg,Abbott,8699548990878,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"59,31 TL","75,92 TL",-,"85,30 TL"
Resource Protein Kayısı Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/bc9d645a-225a-4cb1-ba8a-ef1f3f139958.jpg,Nestle,8690632991153,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"75,14 TL","96,18 TL",-,"108,07 TL"
Pediasure Fiber Muz Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/2b07421a-4e57-47cd-ae48-9c2e68eda493.jpg,Abbott,8699548994111,Beyaz Reçete,Vitamin C - 5 mg/100 ml,"66,57 TL","85,22 TL",-,"113,62 TL"
Pediasure Vanilya 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/abcb33d8-d2f6-4897-bb7a-643992764ad7.jpg,Abbott,8699548994043,Beyaz Reçete,Vitamin C - 5 mg/100 ml,"47,63 TL","60,96 TL",-,"110,83 TL"
Fortimel Drink Çikolata Aromalı 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/760ffb7a-78df-4bd3-827b-db20722b9674.jpg,Numil,8699711953365,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"87,86 TL","112,46 TL",-,"162,99 TL"
Bebelac LF 400 gr,https://cdn.farmazonrx.com.tr/Products/Images/7ba84c69-c507-47e7-a992-8bd99109fc22.jpg,Numil,8712400772754,Beyaz Reçete,"Vitamin C - 8,3 mg/100 ml","219,87 TL","281,44 TL",-,"316,23 TL"
Glucerna SR Çilek Aromalı 230 ml,https://cdn.farmazonrx.com.tr/Products/Images/2cae68ac-f5ed-4107-8bc7-dc4cdf265fe5.jpg,Abbott,8699548991394,Beyaz Reçete,Vitamin C - 9 mg/100 ml,"79,00 TL","101,12 TL",-,"113,62 TL"
Pediasure Fiber Çilek Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/42bdea6e-b972-4db9-9422-6c7bde7a48e8.jpg,Abbott,8699548994128,Beyaz Reçete,Vitamin C - 5 mg/100 ml,"66,57 TL","85,22 TL",-,"113,62 TL"
Oxepa 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/d62f42a9-7be6-4818-95e8-239ded64bdb1.jpg,Abbott,8699548991158,Beyaz Reçete,Vitamin C - 84 mg/100 ml,"411,19 TL","508,20 TL",-,"861,35 TL"
Resource Energy Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/83745d46-09e7-4230-8037-4171f5cc649e.jpg,Nestle,8690632990750,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"68,50 TL","87,68 TL",-,"98,52 TL"
Ensure Plus Fiber Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/259e9a28-b9b7-47f1-830b-5b8c0ab988b9.jpg,Abbott,8699548993824,Beyaz Reçete,Vitamin C - 12 mg/100 ml,"60,51 TL","77,44 TL",-,"95,61 TL"
Ensure Vanilya Aromalı 250 ml,https://cdn.farmazonrx.com.tr/Products/Images/570dcbde-d9bf-48ac-8552-7c3f61188a90.jpg,Abbott,8699548990298,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"69,54 TL","83,51 TL","5,50 TL","100,01 TL"
Fortini 1.0 Multifibre Muz Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/9dcbad06-574f-4cd6-9ee1-9139d48f16d0.jpg,Numil,8699745009823,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"43,10 TL","55,16 TL",-,"98,50 TL"
Nutrison Multi Fibre 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/bfd87bef-c52e-4877-baef-d1aa0badd4ea.jpg,Numil,8699711953181,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"79,00 TL","101,12 TL",-,"113,62 TL"
Fortini Multi Fibre 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/0c5c695b-3cad-485e-afea-a10642b221f4.jpg,Numil,8699745017408,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"68,49 TL","87,67 TL",-,"98,50 TL"
Fortimel Drink Muz Aromalı 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/8a866157-b8d3-47e9-97d7-b91017f111d6.jpg,Numil,8699711953341,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"87,86 TL","112,46 TL",-,"162,99 TL"
Impact RTD Vanilya 237 ml,https://cdn.farmazonrx.com.tr/Products/Images/9004eee1-0dea-458c-9831-34b711b470cf.jpg,Nestle,8690632990545,Beyaz Reçete,"Çinko - 2,1 mg/100 ml
Karbonhidratlar - 18,86 g/100 ml
Protein - 7,64 g/100 ml","82,15 TL","105,16 TL",-,"152,41 TL"
Resource Junior Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/27e909df-4620-411b-bca6-89b301578660.jpg,Nestle,8690632990682,Beyaz Reçete,Vitamin C - 11 mg/100 ml,"76,29 TL","97,65 TL",-,"109,72 TL"
Diasip Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/26f80410-be54-4d42-930f-a151ff5bbc7b.jpg,Numil,8699745001896,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"64,86 TL","83,03 TL",-,"93,29 TL"
Fortini 1.0 Multifibre Çikolata Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/38f6e2e4-5bc9-4c13-8bad-dcc263f54d83.jpg,Numil,8699745009830,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"43,10 TL","55,16 TL",-,"98,50 TL"
Impact RTD Tropical 237 ml,https://cdn.farmazonrx.com.tr/Products/Images/3eba3619-f2e4-489d-8902-b16884bc46c4.jpg,Nestle,8690632990569,Beyaz Reçete,"Çinko - 2,1 mg/100 ml
Karbonhidratlar - 18,86 g/100 ml
Protein - 7,64 g/100 ml","82,15 TL","105,16 TL",-,"152,41 TL"
"Vital 1,5 Kcal Orman Meyveleri Aromalı 200 ml",https://cdn.farmazonrx.com.tr/Products/Images/fd92983b-a944-460b-ae40-0327b1fba1a8.jpg,Abbott,8699548995187,Beyaz Reçete,Vitamin C - 18 mg/100 ml,"92,28 TL","118,12 TL",-,"171,19 TL"
Resource Çikolata Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/57c53488-4c34-45b2-8f09-36a17fab48bf.jpg,Nestle,8690632991177,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"70,58 TL","90,34 TL",-,"101,50 TL"
Resource Muz Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/791ba27c-1042-46fd-9d17-c59c353e3065.jpg,Nestle,8690632990835,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"72,97 TL","93,41 TL",-,"104,95 TL"
Nutrison Advanced Diason 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/76edeeba-6107-4517-b898-70cc6dd307da.jpg,Numil,8699745010584,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"101,21 TL","129,54 TL",-,"219,56 TL"
Fortini 1.0 Multifibre Çilek Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/0071835b-90ee-4e06-9bed-f67ffff7c703.jpg,Numil,8699745009816,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"43,10 TL","55,16 TL",-,"98,50 TL"
Glucerna Select Vanilya Aromalı 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/680331f8-9370-4496-b94f-c0a6a0bf0898.jpg,Abbott,8699548994029,Beyaz Reçete,Vitamin C - 11 mg/100 ml,"90,59 TL","115,96 TL",-,"168,06 TL"
Glucerna SR Vanilya Aromalı 230 ml,https://cdn.farmazonrx.com.tr/Products/Images/700ffd81-ba23-4ce8-907e-5276470fb049.jpg,Abbott,8699548991370,Beyaz Reçete,Vitamin C - 9 mg/100 ml,"79,00 TL","101,12 TL",-,"113,62 TL"
Diasip Çilek Aromalı Solüsyon 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/40778d62-4749-439c-bd96-acc4c81fa1fe.jpg,Numil,8699745001902,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"64,86 TL","83,03 TL",-,"93,29 TL"
Resource Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/8a790eae-f8fb-4475-a303-be6ba669da2c.jpg,Nestle,8690632991146,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"70,58 TL","90,34 TL",-,"101,50 TL"
Resource Energy Çikolata Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/22c7fece-86ee-42f9-a852-29f8c1e71d7f.jpg,Nestle,8690632990767,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"68,50 TL","87,68 TL",-,"98,52 TL"
Novasource GI Control 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/4366c494-6de5-43a2-b2db-184e0dfc9347.jpg,Nestle,8690632990118,Beyaz Reçete,Vitamin C - 11 mg/100 ml,"88,28 TL","113,00 TL",-,"191,52 TL"
Fortini 1.0 Multifibre Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/3234e6ae-ad39-48fe-8a76-c5a6eec432c6.jpg,Numil,8699745009809,Beyaz Reçete,Vitamin C - 10 mg/100 ml,"43,10 TL","55,16 TL",-,"98,50 TL"
Resource Energy Çilek Ahududu Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/8c80a544-7c07-4c62-b8e7-0ffeb196bdc9.jpg,Nestle,8690632990811,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"68,50 TL","87,68 TL",-,"98,52 TL"
Similac High Energy 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/ed20d7d0-4194-4ebe-a2cb-02d25b2dbce9.jpg,Abbott,8699548994036,Beyaz Reçete,Vitamin C - 12 mg/100 ml,"52,31 TL","63,34 TL","3,62 TL","75,24 TL"
Nutrivigor Kakao Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/472ba351-36e7-425e-b4b7-2ec428da946a.jpg,Abbott,8699548994258,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"92,28 TL","118,12 TL",-,"171,19 TL"
Jevity Plus Fiber 500 ml,https://cdn.farmazonrx.com.tr/Products/Images/b1484430-31ed-4bc5-b69a-1e40309268c8.jpg,Abbott,8699548991202,Beyaz Reçete,Vitamin C - 12 mg/100 ml,"92,28 TL","118,12 TL",-,"171,19 TL"
Resource Junior Çikolata Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/071d5f48-4e66-460a-934f-51cc8631837d.jpg,Nestle,8690632990705,Beyaz Reçete,Vitamin C - 11 mg/100 ml,"76,29 TL","97,65 TL",-,"109,72 TL"
Resource Protein Çilek Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/c5b9aa70-0121-4489-b45c-b3b2ead3d071.jpg,Nestle,8690632991139,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"70,58 TL","90,34 TL",-,"101,50 TL"
Resource Junior Çilek Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/624f926e-8e7e-4378-8040-20ff054c0bfb.jpg,Nestle,8690632990699,Beyaz Reçete,Vitamin C - 11 mg/100 ml,"76,29 TL","97,65 TL",-,"109,72 TL"
Resource Diabet Çilek Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/7bf08850-6fad-4f7c-8349-4ece57ebcf70.jpg,Nestle,8690632991214,Beyaz Reçete,Vitamin C - 8 mg/100 ml,"79,00 TL","101,12 TL",-,"113,62 TL"
Resource Diabet Vanilya Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/4408b61a-90ce-433c-bc05-14f80090a9bc.jpg,Nestle,8690632991191,Beyaz Reçete,Vitamin C - 8 mg/100 ml,"79,00 TL","101,12 TL",-,"113,62 TL"
Nutrivigor Vanilya Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/0db343a0-823c-44dc-997f-1de3f8c41504.jpg,Abbott,8699548994234,Beyaz Reçete,Vitamin C - 16 mg/100 ml,"92,28 TL","118,12 TL",-,"171,19 TL"
Pediasure Plus Fiber Muz Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/d04fb5f1-0e37-4314-a172-dadc79426d75.jpg,Abbott,8699548994333,Beyaz Reçete,"Vitamin C - 7,5 mg/100 ml","92,28 TL","118,12 TL",-,"171,19 TL"
Pediasure Plus Fiber Çilek Aromalı 220 ml,https://cdn.farmazonrx.com.tr/Products/Images/6f2518c2-9a20-439c-b203-d0000d4cf15e.jpg,Abbott,8699548994340,Beyaz Reçete,"Vitamin C - 7,5 mg/100 ml","92,28 TL","118,12 TL",-,"171,19 TL"
Fortini Multi Fibre Muz Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/fb0cea67-ba8d-43d3-8b3b-297448ec80b3.jpg,Numil,8699745001827,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"68,11 TL","87,18 TL",-,"97,95 TL"
Fortini Multi Fibre Çilek Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/73c8373a-7ba8-42b8-83a3-5016b98093a2.jpg,Numil,8699745001810,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"65,24 TL","83,51 TL",-,"93,83 TL"
Fortini Multi Fibre Çikolata Aromalı 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/6b805cec-8fab-4ff9-a669-6ca5fff3dcf1.jpg,Numil,8699745001834,Beyaz Reçete,Vitamin C - 15 mg/100 ml,"65,24 TL","83,51 TL",-,"93,83 TL"
Infatrini 200 ml,https://cdn.farmazonrx.com.tr/Products/Images/f27737fc-6f54-4ec3-986f-0501bc765d84.jpg,Numil,8699745004477,Beyaz Reçete,Vitamin C - 14 mg/100 ml,"44,98 TL","57,58 TL",-,"65,43 TL"
Renalamer CO3 800 mg 180 Film Tablet,https://cdn.farmazonrx.com.tr/Products/Images/1c6a3694-86b9-474e-b50e-dd8caae16f70.jpg,Premium Pharma,8699819091808,Beyaz Reçete,Sevelamer - 800 mg,"2000,13 TL","1937,38 TL","378,66 TL","3216,72 TL"
Pot-Out 880 mg/1 g Granül 15 gr 20 Adet,https://cdn.farmazonrx.com.tr/Products/Images/fe71b0ba-bd5e-4f8e-bf02-ac20764b8cf8.jpg,Vem,8699844242145,Beyaz Reçete,Polistiren sülfonat - 880 mg/g,"672,52 TL","815,85 TL",-,"1133,12 TL"
Contra-K 880 mg/g 20 Granül,https://cdn.farmazonrx.com.tr/Products/Images/7d9af361-e46d-46db-a4b4-8b166fa8723e.jpg,Gen İlaç,8699783240011,Beyaz Reçete,Polistiren sülfonat - 880 mg,"639,40 TL","778,42 TL",-,"1081,14 TL"
Juvelta 880 mg/1 g Granül 20 Şase,https://cdn.farmazonrx.com.tr/Products/Images/abf6bc90-1bcc-44eb-ad20-487d8a46d69b.jpg,Santa Farma,8699527240147,Beyaz Reçete,Polistiren sülfonat - 880 mg,"675,33 TL","819,01 TL",-,"1137,52 TL"
Redupot 880 mg Granül 20 Şase,https://cdn.farmazonrx.com.tr/Products/Images/ebe66b69-10c2-4ccc-ab30-e43bb8cca193.jpg,Abdi İbrahim,8699514200178,Beyaz Reçete,Polistiren sülfonat - 880 mg/g,"672,52 TL","815,85 TL",-,"1133,12 TL"
Potex 880 mg Granül 20 Poşet,https://cdn.farmazonrx.com.tr/Products/Images/ebe66b69-10c2-4ccc-ab30-e43bb8cca193.jpg,Koçak Farma,8699828240037,Beyaz Reçete,Polistiren sülfonat - 880 mg/g,"675,33 TL","819,01 TL",-,"1137,52 TL"
Lameris 800 mg 180 Film Kaplı Tablet,https://cdn.farmazonrx.com.tr/Products/Images/93fb20ed-6378-481c-a54b-3d009fec5e11.jpg,Abdi İbrahim,8699514094098,Beyaz Reçete,Sevelamer - 800 mg,"1879,84 TL","1937,38 TL","242,73 TL","3027,93 TL"
Perfose 800 mg 180 Film Tablet,https://cdn.farmazonrx.com.tr/Products/Images/66ad483d-ec4a-4aa7-9eda-afff29bb273d.jpg,Vem,8699844091248,Beyaz Reçete,Sevelamer - 800 mg,"1509,16 TL","1761,25 TL",-,"2446,18 TL"
Anti-Potasium 880 mg/g Granül 15 g 20 Poşet,https://cdn.farmazonrx.com.tr/Products/Images/fed03cd1-870e-48ab-84ce-49d56730d38f.jpg,Assos Pharma,8699708240249,Beyaz Reçete,Polistiren sülfonat - 880 mg,"702,21 TL","843,95 TL",-,"1298,39 TL"
Phos-Out 667 mg 180 Tablet,https://cdn.farmazonrx.com.tr/Products/Images/11624c03-8a50-4d32-a042-1213f1bf2422.jpg,Premium Pharma,8699599010358,Beyaz Reçete,Kalsiyum asetat - 667 mg,"314,57 TL","399,25 TL",-,"554,52 TL"
Renalamer 800 mg 180 Film Tablet,https://cdn.farmazonrx.com.tr/Products/Images/08f65973-ad46-40b5-aa1f-845145734cdb.jpg,Premium Pharma,8699819091426,Beyaz Reçete,Sevelamer - 800 mg,"1587,07 TL","1849,28 TL",-,"2568,44 TL"
Phos-No 1000 mg 180 Tablet,https://cdn.farmazonrx.com.tr/Products/Images/c43c1084-68d6-47c8-bf3b-5c4422ca5fe9.jpg,Premium Pharma,8699819011417,Beyaz Reçete,Kalsiyum asetat - 1000 mg,"409,23 TL","510,95 TL",-,"709,65 TL"
Nopot 880 mg 15 gr 20 Granül Şase,https://cdn.farmazonrx.com.tr/Products/Images/71083512-703e-4bc0-8865-2342d1fa531e.jpg,Premium Pharma,8699819241265,Beyaz Reçete,Polistiren sülfonat - 880 mg,"713,47 TL","856,26 TL","5,85 TL","1197,37 TL"
Fosfat-Ex 700 mg 100 Film Tablet,https://cdn.farmazonrx.com.tr/Products/Images/9aa933a1-f890-4261-b20c-f51787021650.jpg,Premium Pharma,8699819090498,Beyaz Reçete,Kalsiyum asetat - 700 mg,"132,84 TL","170,04 TL",-,"236,17 TL"
